SUID	alias	canonicalName	Column 1	Column 3	EnsId	GoDesc	GoId	InterDesc	InterId	KeggDesc	KeggId	MCODE_Cluster	MCODE_Node_Status	MCODE_Score	name	PsId	PsIdUniq	selected	shared name	SwId
437	208246_x_at	208246_x_at		208246_x_at		F:thymidine kinase activity|P:nucleobase, nucleoside, nucleotide and nucl...|F:ATP binding|F:kinase activity|F:phosphotransferase activity, alcohol group ...	4797|6139|5524|16301|16773	dNK	IPR002624	Pyrimidine metabolism	240	Cluster 3	Seed	5,04167E+15	208246_x_at	208246_x_at	208246_x_at	TRUE	208246_x_at	O00142|Q6I8R3|Q8IZR3|Q9NXX3
438	LMOD1	LMOD1		LMOD1		C:membrane fraction|C:cytoskeleton|F:tropomyosin binding	5624|5856|5523	Tropomodulin|WH2_actin_bd	IPR004934|IPR003124			Cluster 21	Clustered	6,66667E+15	LMOD1	203766_s_at|211562_s_at	211562_s_at	TRUE	LMOD1	P29536|Q68EN2|Q9BV00
441	C12orf10	C12orf10	C12orf10	C12orf10	ENSG00000139637			Met-dep_prot_hydro	IPR003226				Unclustered	625	C12orf10	218220_at	218220_at	TRUE	C12orf10	Q86UA3|Q8WYI2|Q96CT6|Q9HB07
442	COL6A3	COL6A3	COL6A3	COL6A3	ENSG00000163359	C:collagen type VI|P:muscle development|C:membrane fraction|F:N-acetyllactosaminide beta-1,6-N-acetylgluc...|P:development|P:glycosaminoglycan biosynthesis|C:membrane|F:acetylglucosaminyltransferase activity|F:transferase activity, transferring glycosyl...|C:cytoplasm|C:extracellular matrix (sensu Metazoa)|F:serine-type endopeptidase inhibitor activity|F:structural molecule activity|P:phosphate transport|F:transferase activity	5589|7517|5624|8109|7275|6024|16020|8375|16757|5737|5578|4867|5198|6817|16740	Clg_helix|Collagen|FN_III|FN_III-like|Prot_inh_Kunz-m|VWF_A|Glyco_trans_14	IPR008161|IPR008160|IPR003961|IPR008957|IPR002223|IPR002035|IPR003406	Glycosphingolipid biosynthesis - neo-lactoseries|Glycan structures - biosynthesis 2|Cell Communication|Focal adhesion|ECM-receptor interaction	602|1031|1430|4510|4512	Cluster 22	Seed	6,66667E+15	COL6A3	201438_at|215593_at|215595_x_at	215595_x_at	TRUE	COL6A3	P12111|Q59F25|Q63HQ4|Q6MZG6|Q8N4Z1|Q06430|Q5W0E9|Q6T5E5|Q8N0V5|Q8N7N7|Q8NFS5|Q8NFS6|Q8NFS7|Q8NFS8|Q8NFS9|Q8WXK6|Q8WXK7
443	COL1A1	COL1A1	COL1A1	COL1A1	ENSG00000108821	P:epidermis development|P:skeletal development|C:collagen|C:cytoplasm|F:extracellular matrix structural constituent|P:phosphate transport	8544|1501|5581|5737|5201|6817	Clg_helix|Collagen|Fib_collagen_C|VWF_C	IPR008161|IPR008160|IPR000885|IPR001007	Cell Communication|Focal adhesion|ECM-receptor interaction	1430|4510|4512	Cluster 22	Clustered	625	COL1A1	202310_s_at|202311_s_at|202312_s_at|217430_x_at|217435_x_at	217435_x_at	TRUE	COL1A1	P02452|Q59F64|Q8N473|---
444	SRP46	SRP46	SRP46	SRP46	ENSG00000180771	F:protein binding|P:mRNA processing|P:mRNA splice site selection|F:nucleic acid binding|F:nucleotide binding|F:RNA binding	5515|6397|6376|3676|166|3723	a_b_plait_nuc_bd|RRM_RNP1	IPR012677|IPR000504				Unclustered	1,44444E+16	SRP46	211784_s_at|213152_s_at|214789_x_at	214789_x_at	TRUE	SRP46	Q07955|Q59FA2|Q6ZTQ9|Q6PF01|Q96TA3
445	EIF4G2	EIF4G2	EIF4G2	EIF4G2	ENSG00000110321	C:eukaryotic translation initiation factor 4F...|F:protein binding|F:translation initiation factor activity|P:cell cycle arrest|P:cell death|P:regulation of translational initiation|F:RNA binding	16281|5515|3743|7050|8219|6446|3723	eIF5C|IF_eIF4G|IF_eIF4G_MA3	IPR003307|IPR003890|IPR003891			Cluster 9	Clustered	2,44444E+15	EIF4G2	200004_at|217607_x_at	217607_x_at	TRUE	EIF4G2	P78344|Q2NKW9|Q2TU89|Q3LIE0|Q49A79|Q53EU1|Q59G42
446	FIS1	FIS1	FIS1	FIS1	ENSG00000106406	C:integral to mitochondrial outer membrane|C:integral to peroxisomal membrane|F:protein binding|P:apoptosis|P:mitochondrial fission|P:peroxisome fission	31307|5779|5515|6915|266|16559	TPR-like_helical|TPR_region	IPR011990|IPR013026				Unclustered	0	FIS1	218034_at	218034_at	TRUE	FIS1	Q9Y3D6
447	COL6A1	COL6A1	COL6A1	COL6A1	ENSG00000142156	C:collagen type VI|P:cell adhesion|C:collagen|C:cytoplasm|F:extracellular matrix structural constituent|P:phosphate transport	5589|7155|5581|5737|5201|6817	Clg_helix|Collagen|Collagen_VI|VWF_A	IPR008161|IPR008160|IPR011173|IPR002035	Cell Communication|Focal adhesion|ECM-receptor interaction	1430|4510|4512	Cluster 17	Clustered	1125	COL6A1	212091_s_at|212937_s_at|212938_at|212939_at|212940_at|213428_s_at|214200_s_at|216904_at	216904_at	TRUE	COL6A1	P12109|Q7Z645|Q8TBN2|Q9BSA8
448	PLEKHC1	PLEKHC1	PLEKHC1	PLEKHC1	ENSG00000073712	C:stress fiber|F:protein binding|P:actin cytoskeleton organization and biogenesis|P:cell adhesion	1725|5515|30036|7155	Band_4.1_N|PH|PH_type	IPR000299|IPR001849|IPR011993				Unclustered	2,22222E+15	PLEKHC1	209209_s_at|209210_s_at|214212_x_at	214212_x_at	TRUE	PLEKHC1	Q96AC1
449	DST	DST	DST	DST	ENSG00000151914	C:basement membrane|C:cytoplasm|C:cytoplasmic membrane-bound vesicle|C:hemidesmosome|F:actin filament binding|F:integrin binding|F:protein C-terminus binding|F:structural constituent of cytoskeleton|P:actin cytoskeleton organization and biogenesis|P:cytoskeleton organization and biogenesis|P:integrin-mediated signaling pathway|P:intermediate filament cytoskeleton organiza...|P:cell cycle arrest	5604|5737|16023|30056|51015|5178|8022|5200|30036|7010|7229|45104|7050	EF-Hand_type|EF_hand_Ca_bd|GAS2|SH3|Spectrin|Actnin_actin_bd|Calponin_act_bd|Plectin_repeat	IPR011992|IPR002048|IPR003108|IPR001452|IPR002017|IPR001589|IPR001715|IPR001101				Unclustered	2,22222E+15	DST	204455_at|212253_x_at|212254_s_at|215016_x_at|215810_x_at|215814_at|216918_s_at|220154_at	220154_at	TRUE	DST	O94833|Q03001|Q6P0N6|Q86T18|Q8WXK8|Q9BSP9|Q9P132|Q9UN10|Q9HDA7
450	NDUFV1	NDUFV1	NDUFV1	NDUFV1	ENSG00000167792	C:mitochondrial inner membrane|F:NADH dehydrogenase (ubiquinone) activity|F:FMN binding|F:iron ion binding|F:NAD binding|F:oxidoreductase activity, acting on NADH or ...|P:electron transport|P:mitochondrial electron transport, NADH to u...	5743|8137|10181|5506|51287|16651|6118|6120	NuoF|Resp_NADH_DH_51K|Resp_NADH_DH_51K_dom	IPR011537|IPR001949|IPR011538	Oxidative phosphorylation	190		Unclustered	16	NDUFV1	208714_at	208714_at	TRUE	NDUFV1	P49821|Q53G70|Q6IBR3|Q96ID4
451	CD2	CD2	CD2	CD2	ENSG00000116824	C:integral to plasma membrane|F:protein binding|F:receptor activity|P:cell surface receptor linked signal transdu...|P:cell-cell adhesion|P:induction of apoptosis|P:lipid raft polarization|P:natural killer cell activation|P:positive regulation of dendritic cell activ...|P:regulation of T cell differentiation|P:T cell activation|C:integral to membrane|P:cell adhesion	5887|5515|4872|7166|16337|6917|1766|30101|30887|45580|42110|16021|7155	Ag_CD2|CD2_pre|Ig-like|Ig-like_fold|Ig_C2-set|Ig_V-set|SLAM_related	IPR013285|IPR015632|IPR007110|IPR013783|IPR008424|IPR013106|IPR015631	Cell adhesion molecules (CAMs)|Hematopoietic cell lineage	4514|4640		Unclustered	625	CD2	205831_at	205831_at	TRUE	CD2	P06729|Q53F96
452	OGT	OGT	OGT	OGT	ENSG00000147162	C:cytosol|C:nucleus|F:acetylglucosaminyltransferase activity|F:protein binding|P:protein amino acid O-linked glycosylation|P:response to nutrient|P:signal transduction|F:binding	5829|5634|8375|5515|6493|7584|7165|5488	TPR-like_helical|TPR_1|TPR_region	IPR011990|IPR001440|IPR013026	Fructose and mannose metabolism|Glycerolipid metabolism|Glycan structures - biosynthesis 2	51|561|1031		Unclustered	2,22222E+15	OGT	207563_s_at|207564_x_at|209240_at|212307_s_at	212307_s_at	TRUE	OGT	O15294|Q548W1|Q9H5T3
453	DHX15	DHX15	DHX15	DHX15	ENSG00000109606	C:minor (U12-dependent) spliceosome complex|C:nucleus|F:RNA helicase activity|P:mRNA processing|P:RNA splicing|F:ATP binding|F:ATP-dependent helicase activity	5689|5634|3724|6397|8380|5524|8026	AAA+_ATPase_core|DEAD-like_N|DEAH_box|DUF1605|Helic_SF1/SF2_ATP_bd|Helicase_C|Helicase_dom	IPR003593|IPR014001|IPR002464|IPR011709|IPR014021|IPR001650|IPR007502				Unclustered	1875	DHX15	201385_at|201386_s_at	201386_s_at	TRUE	DHX15	O43143|Q49A15
454	TAF7	TAF7		TAF7		C:transcription factor TFIID complex|F:general RNA polymerase II transcription fac...|F:protein binding|F:transcription coactivator activity	5669|16251|5515|3713	TAFII55_N	IPR006751	Basal transcription factors	3022	Cluster 12	Clustered	1,44444E+16	TAF7	201023_at	201023_at	TRUE	TAF7	Q15545|Q8TBD8
455	RPL23A	RPL23A	RPL23A	RPL23A	ENSG00000198242			a_b_plait_nuc_bd|Ribosomal_L23|Ribosomal_L23e_N|Ribosome_L25_23	IPR012677|IPR001014|IPR005633|IPR013025	Ribosome	3010		Unclustered	0	RPL23A	203012_x_at|208825_x_at|208834_x_at|213084_x_at	213084_x_at	TRUE	RPL23A	P62750
456	YWHAZ	YWHAZ	YWHAZ	YWHAZ	ENSG00000164924	F:transcription factor binding|F:protein domain specific binding	8134|19904	14-3-3	IPR000308	Cell cycle|Pathogenic Escherichia coli infection - EHEC|Pathogenic Escherichia coli infection - EPEC	4110|5130|5131		Unclustered	2,22222E+15	YWHAZ	200638_s_at|200639_s_at|200640_at|200641_s_at|214848_at	214848_at	TRUE	YWHAZ	P63104|Q32P43|Q6LD62
457	217718_s_at	217718_s_at	217718_s_at	217718_s_at	ENSG00000166913	C:cytoplasm|C:perinuclear region|F:protein binding|F:monooxygenase activity|F:protein domain specific binding	5737|48471|5515|4497|19904	14-3-3	IPR000308	Cell cycle	4110		Unclustered	2,22222E+15	217718_s_at	217718_s_at	217718_s_at	TRUE	217718_s_at	P31946|Q59EQ2|Q9Y649
458	RPL36A	RPL36A	RPL36A	RPL36A	ENSG00000102391	C:cytoplasm|C:ribosome	5737|5840	Ribosomal_L44E	IPR000552	Ribosome	3010	Cluster 1	Clustered	8,0983E+15	RPL36A	201406_at	201406_at	TRUE	RPL36A	P83881
459	NARS	NARS	NARS	NARS	ENSG00000134440	C:cytoplasm|C:soluble fraction|F:asparagine-tRNA ligase activity|F:protein binding|F:aspartate-tRNA ligase activity|F:ATP binding|F:DNA-directed DNA polymerase activity|F:ligase activity|F:nucleic acid binding|F:nucleotide binding|F:transferase activity|P:asparaginyl-tRNA aminoacylation|P:aspartyl-tRNA aminoacylation|P:DNA replication|P:protein biosynthesis	5737|5625|4816|5515|4815|5524|3887|16874|3676|166|16740|6421|6422|6260|6412	AsnS|NA-bd_OB-fold|NA_bd_OB_tRNA-helicase|tRNA-synt_2|tRNA-synt_asp|tRNA_ligase_II	IPR004522|IPR012340|IPR004365|IPR004364|IPR002312|IPR006195	Alanine and aspartate metabolism|Aminoacyl-tRNA biosynthesis	252|970	Cluster 19	Clustered	1125	NARS	200027_at	200027_at	TRUE	NARS	O43776|Q53GU6
460	C6orf12	C6orf12		C6orf12		C:integral to plasma membrane|F:MHC class I receptor activity|P:immune response|F:protein binding|C:MHC class I protein complex|P:antigen presentation|C:integral to membrane|P:antigen presentation, endogenous antigen|P:antigen processing, endogenous antigen via ...	5887|30106|6955|5515|42612|19882|16021|19883|19885	Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|MHC_I_alpha_A1A2|MHC_I_alpha_C	IPR007110|IPR013783|IPR003597|IPR003006|IPR001039|IPR010579	Cell adhesion molecules (CAMs)|Antigen processing and presentation|Natural killer cell mediated cytotoxicity|Type I diabetes mellitus	4514|4612|4650|4940	Cluster 5	Clustered	2,57143E+15	C6orf12	213932_x_at	213932_x_at	TRUE	C6orf12	O02922|O02968|O19520|O19521|O19642|O19671|O19672|O19689|P01891|P01892|P04439|P05534|P10314|P13746|P16188|P16189|P16190|P18462|P30443|P30450|P30453|P30455|P30456|P30457|P30459|P30512|P79603|Q09160|Q29689|Q29724|Q29739|Q29740|Q29741|Q29756|Q29757|Q29907|Q29926|Q29945|Q29946|Q29947|Q2LC93|Q2LC95|Q2MJJ5|Q2MJJ6|Q59GJ2|Q5FWE1|Q5S3G1|Q5S3G3|Q5SPM2|Q6P6D0|Q6ZUW0|Q70I55|Q861E7|Q861F6|Q861F7|Q8HX85|Q8WUX3|Q95360|Q95361|Q95J05|Q95J06|Q9GJ24|Q9GJ44|Q9GJ45|Q9TQ65|Q9TQ73|Q9TQ74|Q9TQB6|Q9UM27
461	ROCK1	ROCK1		ROCK1		F:protein serine/threonine kinase activity|P:actin cytoskeleton organization and biogenesis|P:protein amino acid phosphorylation|P:Rho protein signal transduction|P:signal transduction|C:intracellular|F:ATP binding|F:kinase activity|P:intracellular signaling cascade	4674|30036|6468|7266|7165|5622|5524|16301|7242	DAG_PE_bd|PH|Pkinase_C|Prot_kinase|REM_rpt_rho_bd|Rho_bd|Rho_kinase|Ser_thr_pkin_AS|Ser_thr_pkinase	IPR002219|IPR001849|IPR000961|IPR000719|IPR000861|IPR015008|IPR015751|IPR008271|IPR002290	Wnt signaling pathway|TGF-beta signaling pathway|Axon guidance|Focal adhesion|Leukocyte transendothelial migration|Regulation of actin cytoskeleton|Pathogenic Escherichia coli infection - EHEC|Pathogenic Escherichia coli infection - EPEC	4310|4350|4360|4510|4670|4810|5130|5131	Cluster 18	Clustered	1125	ROCK1	213044_at|214578_s_at|216621_at|216625_at	216625_at	TRUE	ROCK1	Q49AA3|Q13464|Q59GZ4
462	IFNGR1	IFNGR1	IFNGR1	IFNGR1	ENSG00000027697	C:integral to plasma membrane|F:interferon-gamma receptor activity|P:response to pathogenic bacteria|P:response to virus|P:signal transduction|C:integral to membrane|C:membrane|F:cytokine binding|F:hematopoietin/interferon-class (D200-domain...|F:receptor activity	5887|4906|9618|9615|7165|16021|16020|19955|4896|4872	FN_III-like|IFNR_rcpt_alpha	IPR008957|IPR008355	Cytokine-cytokine receptor interaction|Jak-STAT signaling pathway|Natural killer cell mediated cytotoxicity	4060|4630|4650		Unclustered	6,66667E+15	IFNGR1	202727_s_at|211676_s_at	211676_s_at	TRUE	IFNGR1	P15260|Q53GX8|Q53Y96|Q9BY69
463	HLA-DQB1	HLA-DQB1		HLA-DQB1		C:membrane|F:MHC class II receptor activity|P:immune response|C:integral to membrane|P:antigen presentation, exogenous antigen|P:antigen processing, exogenous antigen via M...	16020|45012|6955|16021|19884|19886	Ig|Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|MHC_II_a/b_N|MHC_II_b_N	IPR013151|IPR007110|IPR013783|IPR003597|IPR003006|IPR014745|IPR000353	Cell adhesion molecules (CAMs)|Antigen processing and presentation|Type I diabetes mellitus	4514|4612|4940	Cluster 5	Clustered	30625	HLA-DQB1	209480_at|209823_x_at|210747_at|211654_x_at|211656_x_at|212998_x_at|212999_x_at	212999_x_at	TRUE	HLA-DQB1	O19506|O19707|O19709|O19710|O19711|O19712|O19714|O19741|O19764|O78219|P01918|P01919|P01920|P03992|P05537|P79526|P79551|Q09035|Q29785|Q29877|Q29884|Q29900|Q29965|Q29967|Q29969|Q29970|Q30007|Q30061|Q30074|Q30075|Q30076|Q30077|Q30078|Q30079|Q30080|Q30081|Q30083|Q30084|Q30088|Q30090|Q30091|Q30092|Q30093|Q30096|Q30097|Q30098|Q30099|Q30100|Q30132|Q30146|Q30153|Q30155|Q30202|Q31633|Q45FY0|Q59F80|Q5ISH1|Q5ISH3|Q5Y7G8|Q95IH2|Q9MYH2|Q9TQ76|Q59F23
464	HLA-DPA1	HLA-DPA1	HLA-DPA1	HLA-DPA1	ENSG00000168384	C:integral to plasma membrane|F:MHC class II receptor activity|P:immune response|C:membrane|P:antigen presentation, exogenous antigen|P:antigen processing, exogenous antigen via M...	5887|45012|6955|16020|19884|19886	Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|MHC_II_a_N|MHC_II_a/b_N	IPR007110|IPR013783|IPR003597|IPR003006|IPR001003|IPR014745	Cell adhesion molecules (CAMs)|Antigen processing and presentation|Type I diabetes mellitus	4514|4612|4940	Cluster 5	Clustered	30625	HLA-DPA1	211990_at|211991_s_at|213537_at	213537_at	TRUE	HLA-DPA1	P20036|Q59GQ1|Q95HB9
465	ZNF611	ZNF611	ZNF611	ZNF611	ENSG00000175885	C:nucleus|F:metal ion binding|F:nucleic acid binding|F:zinc ion binding	5634|46872|3676|8270	KRAB|Znf_C2H2|Znf_C2H2_sub	IPR001909|IPR007087|IPR007086			Cluster 3	Clustered	4,44753E+15	ZNF611	208137_x_at	208137_x_at	TRUE	ZNF611	Q69YG9|Q7Z749|Q8N4W9|Q8N823|Q96BP6|Q9BVV0
466	FLJ14346	FLJ14346	FLJ14346	FLJ14346	ENSG00000173272	F:electron carrier activity|F:phosphoglycerate dehydrogenase activity|P:brain development	9055|4617|7420	2_Hacid_DH|2hydac_DH_NAD_bd|D3PG_Deh|PGDH	IPR006139|IPR006140|IPR015508|IPR006236	Glycine, serine and threonine metabolism	260		Unclustered	108	FLJ14346	212995_x_at|213166_x_at|220720_x_at	220720_x_at	TRUE	FLJ14346	O43175|Q6NZ67|Q6P582|Q8WVB2|Q96CG4|Q3SWV8|Q9H7R4
467	CD79A	CD79A	CD79A	CD79A	ENSG00000105369	P:cell surface receptor linked signal transdu...|P:defense response|C:membrane|F:transmembrane receptor activity	7166|6952|16020|4888	Ig-like|Ig_sub2|Ig_V-set|Phos_rcpt_ITAM|Ig-like_fold|Ig_sub	IPR007110|IPR003598|IPR013106|IPR003110|IPR013783|IPR003599	B cell receptor signaling pathway	4662		Unclustered	16	CD79A	205049_s_at	205049_s_at	TRUE	CD79A	P11912|Q53FB8
468	FXYD5	FXYD5	FXYD5	FXYD5	ENSG00000089327	C:integral to membrane|F:actin binding|F:cadherin binding|P:microvillus biogenesis|P:negative regulation of calcium-dependent ce...|C:membrane|F:ion channel activity|P:ion transport	16021|3779|45296|30033|46588|16020|5216|6811	FXYD	IPR000272				Unclustered	2,22222E+15	FXYD5	217655_at|218084_x_at	218084_x_at	TRUE	FXYD5	Q8IWS1|Q8NAE2|Q96DB9
469	POPDC3	POPDC3	POPDC3	POPDC3	ENSG00000132429	F:iduronate-2-sulfatase activity|C:integral to membrane|F:sulfuric ester hydrolase activity|P:metabolism	4423|16021|8484|8152	Alk_phosphtse|Sulfatase|Popeye	IPR001952|IPR000917|IPR006916	Glycosaminoglycan degradation|Glycan structures - degradation	531|1032		Unclustered	625	POPDC3	212221_x_at|212223_at|219926_at	219926_at	TRUE	POPDC3	O60597|P22304|Q3S612|Q6ZTP2|Q9BRM3|Q9HBV1
470	AASDHPPT	AASDHPPT	AASDHPPT	AASDHPPT	ENSG00000149313			4-PPT_transf	IPR008278				Unclustered	6,66667E+15	AASDHPPT	202169_s_at|202170_s_at	202170_s_at	TRUE	AASDHPPT	Q9H358|Q9NRN7
471	TGFB1	TGFB1	TGFB1	TGFB1	ENSG00000105329	C:extracellular matrix (sensu Metazoa)|C:extracellular space|F:protein binding|F:transcriptional activator activity|F:transforming growth factor beta receptor bi...|P:cell death|P:inflammatory response|P:lymph node development|P:negative regulation of cell proliferation|P:organ morphogenesis|P:positive regulation of cell proliferation|P:positive regulation of isotype switching to...|P:positive regulation of transcription, DNA-d...|P:protein amino acid phosphorylation|P:regulation of DNA binding|P:regulation of protein import into nucleus|P:regulation of striated muscle development|P:skeletal development|P:transforming growth factor beta receptor si...|F:growth factor activity|P:cell growth	5578|5615|5515|16563|5160|8219|6954|48535|8285|9887|8284|48298|45893|6468|51101|42306|16202|1501|7179|8083|16049	GF_cysknot|TGF_TGFb|TGFb|TGFb1|TGFb_N|TGFbeta	IPR002400|IPR003911|IPR001839|IPR003939|IPR001111|IPR015615	MAPK signaling pathway|Cytokine-cytokine receptor interaction|Cell cycle|TGF-beta signaling pathway|Colorectal cancer|Pancreatic cancer|Chronic myeloid leukemia	4010|4060|4110|4350|5210|5212|5220	Cluster 28	Seed	1125	TGFB1	203084_at|203085_s_at	203085_s_at	TRUE	TGFB1	P01137|Q5PY19
472	IFI30	IFI30		IFI30		C:extracellular region|C:lysosome	5576|5764	GILT	IPR004911	Antigen processing and presentation	4612	Cluster 28	Clustered	10	IFI30	201422_at	201422_at	TRUE	IFI30	P13284|Q76MF9|Q8NEI4|Q8WU77|Q96P99
473	SON	SON	SON	SON	ENSG00000159140	F:DNA binding|P:anti-apoptosis|C:intracellular|F:double-stranded RNA binding|F:nucleic acid binding	3677|6916|5622|3725|3676	Csurface_antigen|Ds_RNA_bd|dsRNA-bd-like|G_patch	IPR004829|IPR001159|IPR014720|IPR000467			Cluster 9	Clustered	253125	SON	201085_s_at|201086_x_at|213538_at|214988_s_at	214988_s_at	TRUE	SON	P18583|Q3SWV4|Q3YL85|Q6PKE0|Q6ZRV7
476	PTGES3	PTGES3	PTGES3	PTGES3	ENSG00000110958	C:chromosome, telomeric region|C:telomerase holoenzyme complex|F:prostaglandin-E synthase activity|F:telomerase activity|F:unfolded protein binding|P:prostaglandin biosynthesis|P:signal transduction|P:telomere maintenance	781|5697|50220|3720|51082|1516|7165|723	CS	IPR007052			Cluster 35	Clustered	2,22222E+15	PTGES3	200627_at	200627_at	TRUE	PTGES3	Q15185|Q96LT0
477	MORF4L1	MORF4L1	MORF4L1	MORF4L1	ENSG00000185787	C:nucleus|P:regulation of cell growth	5634|1558	MRG	IPR008676			Cluster 35	Clustered	2,22222E+15	MORF4L1	217982_s_at	217982_s_at	TRUE	MORF4L1	Q9UBU8
478	FLJ42393	FLJ42393		FLJ42393				GATase_2	IPR000583			Cluster 3	Clustered	405	FLJ42393	214902_x_at	214902_x_at	TRUE	FLJ42393	Q6UXS4|Q6ZVL7
479	COL4A2	COL4A2	COL4A2	COL4A2	ENSG00000134871	C:collagen type IV|F:extracellular matrix structural constituent|P:extracellular matrix organization and bioge...|C:collagen|C:cytoplasm|P:phosphate transport	5587|5201|30198|5581|5737|6817	Clg_helix|Collagen|Procollagn4_C	IPR008161|IPR008160|IPR001442	Cell Communication|Focal adhesion|ECM-receptor interaction	1430|4510|4512		Unclustered	2,22222E+15	COL4A2	211964_at|211966_at	211966_at	TRUE	COL4A2	P08572|Q14052|Q548C3|Q66K23
480	COL4A1	COL4A1	COL4A1	COL4A1	ENSG00000187498	C:extracellular region|C:collagen|F:extracellular matrix structural constituent|C:cytoplasm|P:phosphate transport	5576|5581|5201|5737|6817	Clg_helix|Collagen|Procollagn4_C	IPR008161|IPR008160|IPR001442	Cell Communication|Focal adhesion|ECM-receptor interaction	1430|4510|4512		Unclustered	2,22222E+15	COL4A1	211980_at|211981_at	211981_at	TRUE	COL4A1	P02462|Q59F15|Q86X41|Q8NF88|Q9NYC5
481	211637_x_at	211637_x_at		211637_x_at				Ig-like|Ig-like_fold|Ig_V-set|Ig_V-set_sub	IPR007110|IPR013783|IPR013106|IPR003596			Cluster 25	Seed	405	211637_x_at	211637_x_at	211637_x_at	TRUE	211637_x_at	Q86SX2|Q9UL73
482	ATP6V0C	ATP6V0C	ATP6V0C	ATP6V0C	ENSG00000185883	C:integral to membrane|F:hydrogen-transporting ATP synthase activity...|F:hydrogen-transporting ATPase activity, rota...|P:proton transport|C:membrane|C:proton-transporting two-sector ATPase complex|P:ATP synthesis coupled proton transport	16021|46933|46961|15992|16020|16469|15986	ATPase_F0/V0_c|ATPase_V0_c|ATPase_V0_c_euk	IPR002379|IPR000245|IPR011555	Oxidative phosphorylation|Cholera - Infection|Epithelial cell signaling in Helicobacter pylori infection	190|5110|5120		Unclustered	6,66667E+15	ATP6V0C	200954_at|36994_at	36994_at	TRUE	ATP6V0C	P27449|Q6FH26
483	AP2S1	AP2S1	AP2S1	AP2S1	ENSG00000042753	C:AP-2 adaptor complex|F:protein transporter activity|P:clathrin cage assembly|P:regulation of endocytosis	30122|8565|48268|30100	Clat_adaptor_s	IPR000804			Cluster 27	Clustered	1125	AP2S1	202120_x_at|208074_s_at|211047_x_at	211047_x_at	TRUE	AP2S1	P53680
484	HNRPR	HNRPR	HNRPR	HNRPR	ENSG00000125944	C:heterogeneous nuclear ribonucleoprotein com...|C:nucleus|F:RNA binding|P:mRNA processing|C:ribonucleoprotein complex|F:nucleotide binding|F:nucleic acid binding	30530|5634|3723|6397|30529|166|3676	a_b_plait_nuc_bd|HnRNP_R_Q|RRM_RNP1|AT_hook_DNA_bd	IPR012677|IPR006535|IPR000504|IPR000637				Unclustered	625	HNRPR	208765_s_at|208766_s_at	208766_s_at	TRUE	HNRPR	O43390|Q6MZS5|Q7Z334|Q9BV64
485	HMGB1	HMGB1	HMGB1	HMGB1	ENSG00000189403	C:condensed chromosome|C:nucleus|F:DNA bending activity|F:transcription factor binding|P:anti-apoptosis|P:base-excision repair, DNA ligation|P:DNA recombination|P:DNA repair|P:DNA unwinding during replication|P:establishment and/or maintenance of chromat...|P:negative regulation of transcriptional prei...|P:regulation of transcription from RNA polyme...|P:signal transduction|C:chromatin|F:DNA binding|P:regulation of transcription, DNA-dependent	793|5634|8301|8134|6916|6288|6310|6281|6268|6325|17055|6357|7165|785|3677|6355	HMG-box|HMG_1/2|HMG_1/2_box	IPR009071|IPR000135|IPR000910				Unclustered	2,22222E+15	HMGB1	200679_x_at|200680_x_at|214938_x_at|216508_x_at	216508_x_at	TRUE	HMGB1	P09429|Q14321|Q59GW1
486	PPP2CA	PPP2CA	PPP2CA	PPP2CA	ENSG00000113575	C:cytosol|C:membrane|C:microtubule cytoskeleton|C:mitochondrion|C:nucleus|C:protein phosphatase type 2A complex|C:soluble fraction|F:protein heterodimerization activity|P:ceramide metabolism|P:inactivation of MAPK activity|P:induction of apoptosis|P:negative regulation of cell growth|P:negative regulation of tyrosine phosphoryla...|P:protein amino acid dephosphorylation|P:regulation of cell adhesion|P:regulation of cell differentiation|P:regulation of DNA replication|P:regulation of growth|P:regulation of progression through cell cycle|P:regulation of transcription|P:regulation of translation|P:regulation of Wnt receptor signaling pathway|P:response to organic substance|P:RNA splicing|P:second-messenger-mediated signaling|F:hydrolase activity|F:iron ion binding|F:phosphoprotein phosphatase activity	5829|16020|15630|5739|5634|159|5625|46982|6672|188|6917|30308|42518|6470|30155|45595|6275|40008|74|45449|6445|30111|10033|8380|19932|16787|5506|4721	M-pesterase|T_phtase_apaH	IPR004843|IPR006186				Unclustered	2,22222E+15	PPP2CA	208652_at|215628_x_at	215628_x_at	TRUE	PPP2CA	P67775|Q6I9T8
487	CDKN1B	CDKN1B	CDKN1B	CDKN1B	ENSG00000111276	C:cytoplasm|C:nucleus|F:cyclin-dependent protein kinase inhibitor a...|F:protein binding|F:transforming growth factor beta receptor, c...|P:cell cycle arrest|P:negative regulation of cell proliferation|P:regulation of cyclin-dependent protein kina...|F:kinase activity	5737|5634|4861|5515|5072|7050|8285|79|16301	CDI|p27_Kip1	IPR003175|IPR015456	Cell cycle|Chronic myeloid leukemia	4110|5220		Unclustered	2,22222E+15	CDKN1B	209112_at	209112_at	TRUE	CDKN1B	P46527|Q5U0H2|Q6I9V6|Q708J1|Q96TE0|Q9NYG6
